uid	text	label	metadata__wavenum	metadata__ideo5	metadata__row_number
863	donald trump touring other countries	1	6	Very conservative	863
5451	donald trump transitioning and putting through his policies	1	3	Conservative	5451
2056	donald trump trashing of the constitution and the republican enablers	0	12	Liberal	2056
2098	donald trump treatment of anyone not like himself he is an embarrassment to this country	0	12	Moderate	2098
5053	donald trump treatment of immigrants at the southern border	0	11	Moderate	5053
2588	donald trump tried to repeal the affordable care act	0	6	Very liberal	2588
1204	donald trump trip and speech at d-day remembrance	1	11	Conservative	1204
1194	donald trump trying to build a wall to stop illegals from coming into the u s	1	11	Very conservative	1194
3333	donald trump trying to charge high tariffs to mexico	0	11	Not sure	3333
3068	donald trump trying to convince the public that immigrants crossing in from mexico are criminals	0	10	Liberal	3068
580	donald trump trying to do whats best for america	1	12	Very conservative	580
1179	donald trump trying to fix liberal mistakes	1	11	Very conservative	1179
3018	donald trump trying to get rid of birth right citizenship	0	9	Very liberal	3018
444	donald trump trying to keep his promises with no help	1	11	Very conservative	444
887	donald trump trying to make things better	1	6	Very conservative	887
3028	donald trump trying to skirt the law	0	9	Liberal	3028
2581	donald trump trying to start a new war with korea	0	6	Very liberal	2581
1058	donald trump trying to stop illegals entering the country	1	10	Conservative	1058
3686	donald trump turkey vladimir putin president duterte	0	3	Liberal	3686
5991	donald trump turning the economy around by letting people make their own decisions rather than the government thinking it knows better	1	7	Very conservative	5991
2808	donald trump tweeting that mexicans caused california fires	0	8	Moderate	2808
2894	donald trump tweeting things that dont matter	0	8	Conservative	2894
2926	donald trump tweets	0	8	Liberal	2926
2839	donald trump tweets about the press	0	8	Liberal	2839
2802	donald trump tweets and the insults makes me embarrassed	0	8	Moderate	2802
2724	donald trump twitter feed	0	7	Moderate	2724
3387	donald trump unlawful activity and continuous lying	0	12	Moderate	3387
3618	donald trump unpredictability	0	3	Moderate	3618
3725	donald trump unstableness	0	4	Moderate	3725
5797	donald trump us trying to bring back old values and i hope that we will see more sincere and honest people run for office not ones that want to run just for the high salaries and benefits	1	6	Conservative	5797
1220	donald trump uses u n speech to declare religious freedom is crucial no right is more fundamental	1	12	Very conservative	1220
4744	donald trump using fear hate and racism to divide our nation hinder our economy or start a new war	0	9	Moderate	4744
3255	donald trump using twitter and insulting people	0	11	Moderate	3255
2989	donald trump verbally attacking and bullying reporters in white house press conference	0	9	Moderate	2989
597	donald trump victory	1	3	Very conservative	597
1299	donald trump violence need better people	0	3	Moderate	1299
6004	donald trump vision for america	1	7	Very conservative	6004
1161	donald trump visiting omaha beach for the 75th d-day anniversary	1	11	Very conservative	1161
4412	donald trump volatility	0	8	Liberal	4412
6621	donald trump wall	1	10	Moderate	6621
2779	donald trump wanting a military parade to please himself what a waste of money	0	7	Moderate	2779
1062	donald trump wanting to build the wall	1	10	Very conservative	1062
3864	donald trump wanting to increase our nuclear arsenal	0	4	Not sure	3864
2778	donald trump wants a military parade he cuts programs for the poor and wants to waste millions of taxpayers dollars in stupid power trips he should pay for it out of his own dirty money	0	7	Moderate	2778
6923	donald trump wants the u s safer he wants fair trade deals and wants the u s to win !	1	12	Very conservative	6923
4252	donald trump war	0	7	Very liberal	4252
2473	donald trump war with news organizations	0	4	Liberal	2473
2941	donald trump warns of violence if republicans lose elections	0	8	Moderate	2941
4	donald trump was elected president	1	3	Conservative	4
2222	donald trump was elected president but not by the people also steve bannon appointment	0	3	Moderate	2222
680	donald trump was elected president of the u s	1	3	Moderate	680
693	donald trump was elected president of the united states	1	3	Conservative	693
910	donald trump was right about the mueller investigation is simply a witch hunt	1	7	Conservative	910
163	donald trump whether you like him or not is keeping his promises also ted cruz is consistently working to get lower taxes less government intrusion in our lives and the senate correctly voted in whats her name as a federal court judge and in this country voting is still the power of the people we really can and do vote the incumbents out !	1	6	Very conservative	163
3441	donald trump whistle blower scandal	0	12	Very liberal	3441
6076	donald trump will battle through for the american people dragging the republicans along and hopefully a few democrats too job market looks good economy looks good companies are reinvesting here in america again	1	7	Very conservative	6076
5509	donald trump will be a better president then barack obama	1	3	Moderate	5509
6642	donald trump will be impeach	1	10	Liberal	6642
5610	donald trump will be impeached	1	4	Moderate	5610
5867	donald trump will be impeached any republican party elected officials will leave leave and become independent	1	6	Moderate	5867
6792	donald trump will be impeached then we can all help america recover from his abusive actions	1	11	Very liberal	6792
6243	donald trump will be in prison along with most of his staff and family	1	8	Very conservative	6243
6412	donald trump will be investigated	1	9	Conservative	6412
6760	donald trump will be out of office	1	11	Moderate	6760
6980	donald trump will be out of office hopefully	1	12	Conservative	6980
3842	donald trump will be president	0	4	Very liberal	3842
6807	donald trump will be reelected	1	11	Very conservative	6807
6976	donald trump will be reelected !	1	12	Very conservative	6976
5130	donald trump will be reelected corporate america will continue to put their profits investors profits over workers the progressive movement will be squashed by corporate democrats and wall street fascism	0	11	Very liberal	5130
6217	donald trump will be removed from office	1	8	Liberal	6217
5500	donald trump will begin to rollback some of the excesses of the last 15 years	1	3	Conservative	5500
6658	donald trump will build the wall	1	11	Very conservative	6658
1114	donald trump will build the wall !	1	10	Conservative	1114
5319	donald trump will carry on as he has been	0	12	Moderate	5319
4715	donald trump will continue dividing the nation	0	9	Very liberal	4715
7056	donald trump will continue doing what hes doing and being reelected president	1	12	Very conservative	7056
6024	donald trump will continue to be a great leader make america great again and unify the republican party	1	7	Very conservative	6024
3957	donald trump will continue to look like a fool while encouraging congress to dismantle anything decent that exists in this country	0	6	Liberal	3957
5102	donald trump will continue to make stupid decisions on representing our country	0	11	Liberal	5102
6448	donald trump will continue to make the economy better	1	9	Very conservative	6448
6061	donald trump will continue to make the u s a a better place	1	7	Very conservative	6061
5382	donald trump will deport illegals build a wall cut taxes repeal obamacare and so much more ! the country will once again see the darkness liberalism drug us down into !	1	3	Very conservative	5382
4707	donald trump will destroy our environment	0	9	Conservative	4707
4620	donald trump will do something very stupid and dangerous	0	9	Moderate	4620
5536	donald trump will do the your fired and will get america back on the right path	1	4	Moderate	5536
6769	donald trump will do what he needs to do	1	11	Moderate	6769
5574	donald trump will either be impeached or found unfit to continue as president	1	4	Moderate	5574
5488	donald trump will get his campaign promises done	1	3	Very conservative	5488
5283	donald trump will get into office	0	12	Moderate	5283
6637	donald trump will get our wall	1	10	Conservative	6637
3531	donald trump will get us in a war unemployment will rise trade will decease	0	3	Liberal	3531
