docnames,old.docnames,instance_id,speaker,party,date,agenda,text,EU,CAP 
text1223677.1,NA,29919,Adrian Bailey,Lab,11/03/2010,Assistance to Communities,Regional Action West Midlands has told me that it is developing a regional procurement framework to be implemented by public sector organisations that would provide a standard framework for that particular tendering process throughout the area.,0,14
text1307915.1,NA,63407,Angela Eagle,Lab,10/05/2011,Monetary Policy Framework [Oral Answers to Questions > Treasury],"Before the last election, both parties now in government pledged no rise in VAT, but with inflation running at double the Bank of England target, people are facing the biggest and longest squeeze in their living standards for 80 years.",0,1
text1517422.1,NA,149868,Jonathan Edwards,PlaidCymru,11/02/2014,Fairness and Inequality,"I beg to move, That this House notes that the United Kingdom is one of the most unequal states in the OECD, ranked 28 out of 34 countries for income inequality and the fourth most unequal country in the developed world according to some analyses; further notes that low and middle income families have borne the brunt of the Government's austerity measures; further notes that the Government has plans to cut a further £60 billion in public spending over the next four years; further notes that successive governments of all political hues have presided over an underlying trend of rising income inequality since the early 1980s; recognises that men have consistently higher employment rates than women and that women are more likely to work in lower paid, lower-skilled occupations; further notes the growing numbers of workers on minimum wage and zero-hours contracts, and that there are more people now in working poverty than out of work poverty; further notes with concern the sharp rise in the number of people relying on foodbanks across the UK, including significant numbers of people in work; and calls on the Government to halt its further spending and welfare cuts and to establish a Commission of Inquiry to investigate the impact of the Government's austerity measures on the incidence of poverty and inequality.",0,2
1093910,text1277651.1,1144196,Andrew George,LibDem,11/01/2011,Parliamentary Representation,"The Bill proposes that all constituencies have an electoral quota of approximately 76,000 with a margin of only 5% either way.",0,20
1819833,text1375893.1,1909834,Anne McIntosh,Con,14/03/2012,Water Industry (Financial Assistance) Bill,"I understand their request for greater parliamentary scrutiny and their case was well argued, sincere and well meant.",0,21
2027365,text1404188.1,2128082,Nigel Mills,Con,06/09/2012,Housing and Planning,The thing that most annoys local people is when an application is rejected by their elected councillors on reasonable grounds and the decision is turned aside for no good reason.,0,14
2135063,text1417683.1,2241219,Jeremy Hunt,Con,13/11/2012,NHS Commissioning Board (Mandate),"That is why, at the heart of the mandate, is an information revolution so that the public can understand exactly how well different parts of the system work, and so that we create the right pressures on the system to improve where performance is poor.",0,3
2488925,text1463540.1,2615917,David Hanson,Lab,10/06/2013,"Anti-Social Behaviour, Crime and Policing Bill","When the RSPCA says that“This is a missed opportunity and we cannot understand why the Government has ignored the majority of the public, politicians and organisations”, we clearly have an issue to which we should return.",0,12
text1150477.1,NA,639,Paul Goggins,Lab,15/01/2009,Policing and Criminal Justice  (Northern Ireland),"However, because of the further delay, officials from the Northern Ireland Office have been in very close contact with the secretariat of the Saville inquiry to find out how costs can be reduced, especially regarding accommodation, IT, consultancy and other service contracts.",0,12
text1166719.1,NA,7292,Bob Ainsworth,Lab,26/03/2009,Defence in the UK,"Both in Luton and Northern Ireland, and across the UK, we must ensure that respect and tolerance are the bases of our society as opposed to extremism, whatever its guise.",0,16
text1277644.1,NA,50284,Stewart Jackson,Con,11/01/2011,Prisoners (Voting Rights),"T. v. the United Kingdom, and paragraphs 112 to 114 of its ruling specifically made it clear that the Government had a range of options on which they could consult.",0,2
text1289619.1,NA,55857,Mark Harper,Con,15/02/2011,Parliamentary Voting System and Constituencies Bill,The people should be given the chance to vote on the electoral system that is used to elect Members of Parliament and we should have a system for drawing up constituencies that better ensures that voters have an equal say wherever in the United Kingdom they live.,0,20
text1520186.1,NA,151617,Dominic Grieve,Con,26/02/2014,John Downey,"He is quite right that, during this process, the office of the Attorney-General operated as the co-ordinating point, because the Public Prosecution Service for Northern Ireland could not and would not communicate directly with Northern Ireland Office, and therefore collated the information that was supplied.",0,20
674069,text1223649.1,703974,Adam Afriyie,Con,11/03/2010,Sustainable Communities,"This magical piece of software, so much cheaper than the democratic process, has decided that it ought to close Windsor fire service and perhaps relocate services to Wokingham, under the model that has been designed.",0,14
1210486,text1293356.1,1267562,Nick Smith,Lab,03/03/2011,Life Expectancy (Inequalities),"Finally, as the Minister responsible for public health is here, I cannot pass up the opportunity to comment on the Department's plans to help people to stop smoking.",0,3
1916959,text1389284.1,2011549,Simon Burns,Con,23/05/2012,Pancreatic Cancer,"The results enabled providers to assess the experience of cancer patients locally, benchmark performance against other trusts and identify areas for improvement.",0,3
1975554,text1397176.1,2072633,Nicholas Dakin,Lab,03/07/2012,Violence against Health Workers,"As those figures suggest, the size and volume of the NHS means that literally millions of interactions between patients and staff occur every single day.",0,12
2176346,text1423055.1,2285771,Sajid Javid,Con,04/12/2012,Public Service Pensions Bill,"Through the framework we have set out, we will ensure that public service workers get a good quality pension that is among the very best available.",0,20
2516001,text1466945.1,2644523,Mark Williams,LibDem,20/06/2013,Carers,"This year, the staff of the county council who juggle work and caring responsibilities, many of whom did not realise that they were carers, were targeted and a number did join the register.",0,20
2628219,text1482127.1,2763172,Siobhain McDonagh,Lab,11/09/2013,Human Rights (Commonwealth),"For example, my local newsagent had lost contact with his sister who was trapped with her family in a bunker in the so-called no-fire zone, being shelled by the Sri Lankan Government every day.",0,2
text1158927.1,NA,4127,Peter Hain,Lab,26/02/2009,Welsh Affairs,We must now show equal care and attention for programme services for the majority non-Welsh-speaking audience in Wales.,0,21
text1278202.1,NA,50515,Marcus Jones,Con,12/01/2011,Local Government Budgets,"If we do not deal with that, not only will public services and the amount of money that we have for public services be vastly reduced, but the point also needs to be made that we risk putting this country in a situation like that which we have seen in Ireland, Greece, Spain and, probably, Portugal.",0,20
text1296686.1,NA,58685,Thomas Docherty,Lab,15/03/2011,Scotland Bill,"The only services that leave Scotland are the one that runs from the Minister's constituency to Carlisle, on the Glasgow to Carlisle line, and the Caledonian sleeper, which runs between London and Fort William, Inverness, Edinburgh and Glasgow.",0,21
text1421394.1,NA,108523,Anna Soubry,Con,28/11/2012,Unsustainable Provider Regime (NHS),The remit of the trust special administrator is to develop recommendations for the Secretary of State on the action that should be taken in relation to South London Healthcare NHS Trust.,0,3
text1421394.2,NA,108524,Anna Soubry,Con,28/11/2012,Unsustainable Provider Regime (NHS),"For those recommendations to be viable and credible, the trust special administrator must consider all relevant factors, including the intentions of NHS commissioners and the consequential impact on the local health system.",0,3
836464,text1242382.1,873631,Francis Maude,Con,14/07/2010,Efficiency Savings [Oral Answers to Questions > Oral Answers to Questions > Cabinet Office > Cabinet Office],"Other means include a freeze on recruitment, the procurement of goods and services for the whole Government using our aggregated scale to drive down prices, removing discrepancies such as the variation of 170% in the cost of a standard computer monitor, and renegotiating with the Government's biggest suppliers on a portfolio basis to take out excessive cost.",0,17
1850409,text1379891.1,1941582,Cathy Jamieson,Lab,27/03/2012,Illegal Alcohol and Tobacco Sales,"It is clear that there are different interests and views across the political parties, and within them, particularly on plain packaging on cigarettes.",0,20
3014541,text1531741.1,3172901,David Gauke,Con,08/04/2014,Finance (No.2) Bill,They set the small profits rate and the ring-fence small profits rate for 2014 at 20% and 19% respectively.,0,15
text1202634.1,NA,21564,John Mason,SNP,01/12/2009,Proportional Representation,"The other argument has been that a small party could hold larger parties to ransom, but that has not been our experience in Scotland.",0,20
text1365305.1,NA,85092,Anne Marie Morris,Con,02/02/2012,"Micro-businesses [Oral Answers to Questions > Business, Innovation and Skills]","I believe that such a scheme operates in France, and it would be fantastic to see one like it operating here.",0,15
